artist_name,album_name,genre,label,review_date,reviewer,score
No artist found,Habibi Funk: An Eclectic Selection of Music From the Arab World,Not found,Habibi Funk Records,"December 11, 2017",Andy Beta,7.6
Mercury Rev,Snowflake Midnight,Rock,Yep Roc,"September 30, 2008",Stuart Berman,6.3
No artist found,Italians Do It Better,Not found,ITALIANS DO IT BETTER,"September 9, 2021",Anna Gaca,7.5
Usher,“A”,Pop/R&B / Rap,RCA,"October 18, 2018",Briana Younger,6.7
Shania Twain,Come On Over,Folk/Country,Mercury,"October 31, 2021",Allison Hussey,7.5
Allen Toussaint,American Tunes,Jazz,Nonesuch,"June 25, 2016",Marcus K. Dowling,7.2
Lee “Scratch” Perry,"Scratch Came, Scratch Saw, Scratch Conquered",Experimental,Megawave,"November 19, 2008",Nate Patrin,4.6
Waxahatchee,Ivy Tripp,Rock / Folk/Country,Merge / Wichita,"April 8, 2015",Brandon Stosuy,8.1
Caroline Rose,LONER,Rock,New West,"March 14, 2018",Calum Marsh,7.6
Bad Bunny,Un Verano Sin Ti,Rap / Pop/R&B,Rimas,"May 14, 2022",Jennifer Mota,8.4
Akasha System,Echo Earth,Electronic,100% Silk,"December 11, 2019",Philip Sherburne,8.0
Baby Charles,Baby Charles,Pop/R&B,Record Kicks,"April 8, 2009",Jayson Greene,7.3
أحمد [Ahmed],Wood Blues,Jazz,Astral Spirits,"April 13, 2024",Matthew Blackwell,8.2
A$AP Mob,Cozy Tapes Vol. 2: Too Cozy,Rap,A$AP Worldwide / Polo Grounds Music / RCA,"August 31, 2017",Mehan Jayasuriya,6.0
No artist found,The Sound the Hare Heard,Not found,Kill Rock Stars,"May 15, 2006",David Raposa,6.0
Beequeen,The Bodyshop,Electronic,Important,"February 1, 2005",Matthew Murphy,7.4
The Smashing Pumpkins,CYR,Rock,Sumerian,"December 1, 2020",Ian Cohen,5.5
Blondie,Pollinator,Rock,BMG,"May 11, 2017",Maura Johnston,6.7
Sons of the Morning,Speak Soon Volume One,Not found,Yellow Year,"October 10, 2013",Nate Patrin,6.4
The Trees Community,The Christ Tree,Not found,Dark Holler / Hand / Eye,"February 16, 2007",No reviewer found,8.6
Panda Bear,Reset in Dub,Electronic,Domino,"August 19, 2023",Erin MacLeod,7.6
Angel Haze,Classick,Rap,self-released,"November 2, 2012",Lindsay Zoladz,7.6
Surfer Blood,Pythons,Rock,Warner Bros.,"June 13, 2013",Paul Thompson,6.7
Pattern Is Movement,The (im)possibility of Longing,Pop/R&B,Noreaster Failed Industries,"November 4, 2004",Joe Tangari,8.3
Cex,"Oops, I Did It Again",Electronic,Tigerbeat6,"April 29, 2002",Matt LeMay,6.6
Amy Annelle,A School of Secret Dangers,Folk/Country,Hush,"February 18, 2002",Chris Dahlen,7.8
Damien Jurado,Rehearsals for Departure,Rock,Sub Pop,"March 4, 1999",Ryan Schreiber,8.2
Hiro Kone,A Fossil Begins to Bray,Not found,Dais,"November 12, 2019",Shawn Reynaldo,8.0
Nadine Shah,Love Your Dum and Mad,Rock,Apollo,"July 25, 2013",Jessica Hopper,7.9
Richard Youngs,The Naïve Shaman,Experimental / Rock,Jagjaguwar,"January 5, 2006",Matthew Murphy,7.7
Disclosure,Alchemy,Electronic,Apollo,"July 18, 2023",Philip Sherburne,7.4
Pi’erre Bourne,The Life of Pi’erre 5,Rap,SossHouse / Interscope,"June 11, 2021",Dylan Green,7.2
Crater,Talk to Me So I Can Fall Asleep,Electronic,Help Yourself,"February 24, 2016",Evan Rytlewski,6.5
Jim O’Rourke,To Magnetize Money and Catch a Roving Eye,Experimental,Sonoris,"December 9, 2019",Philip Sherburne,8.1
Larry Heard,Alien,Electronic,Alleviated,"April 25, 2014",Andy Beta,7.8
Mystery Jets,Making Dens,Electronic / Rock,679,"April 19, 2006",Stuart Berman,7.7
Wavves,Afraid of Heights,Rock,Mom+Pop,"March 26, 2013",Larry Fitzmaurice,7.8
Adventure,Lesser Known,Electronic,Carpark,"March 17, 2011",Larry Fitzmaurice,7.2
No artist found,No album name found,Rap,Not found,"September 22, 2005",Tom Breihan,8.1
Ryan Adams,Live at Carnegie Hall,Rock,Blue Note / Pax-Am,"April 27, 2015",Ian Cohen,7.3
Lana Del Rey,Ultraviolence,Pop/R&B,Interscope / Polydor,"June 16, 2014",Mark Richardson,7.1
Supersilent,9,Experimental,Rune Grammofon,"December 8, 2009",Chris Dahlen,5.7
R. Keenan Lawler,Music for the Bluegrass States,Rock,Xeric,"November 16, 2006",Marc Masters,8.0
No artist found,No album name found,Pop/R&B,Not found,"April 6, 2005",Dominique Leone,7.9
Paco Panama,Southside Sopranos,Rap,NEWWRLD,"March 6, 2024",Alphonse Pierre,7.4
Trembling Blue Stars,Alive to Every Smile,Rock,Sub Pop,"February 11, 2002",Joe Tangari,5.9
Caspa,FabricLive.37,Electronic,Fabric,"January 9, 2022",Will Pritchard,7.2
Joel RL Phelps,Customs,Not found,Moneyshot,"May 26, 2004",Stephen M. Deusner,7.9
Kate Nash,My Best Friend Is You,Rock,Fiction,"April 29, 2010",Marc Hogan,7.8
Single Unit,Family of Forces,Not found,Jester,"February 4, 2002",Dominique Leone,7.5
DJ Krush,The Message at the Depth,Electronic / Jazz / Rap,Red Ink,"February 18, 2003",Julianne Escobedo Shepherd,4.2
Salem,King Night,Electronic / Metal,Iamsound,"October 8, 2010",Larry Fitzmaurice,7.5
Christina Rosenvinge,Continental 62,Rock,Smells Like,"January 25, 2007",Brian Howe,6.0
Lilys,The 3-Way,Experimental / Rock,Sire,"April 20, 1999",No reviewer found,8.6
Wovenhand,Blush Music,Folk/Country,Sounds Familyre,"October 6, 2003",Brandon Stosuy,8.4
Michael Gordon,Light Is Calling,Experimental,Nonesuch,"July 27, 2004",No reviewer found,8.0
Milky Wimpshake,Lovers Not Fighters,Rock,Troubleman Unlimited,"August 4, 2002",Chris Dahlen,7.4
American Music Club,The Golden Age,Rock,Merge,"February 20, 2008",Brian Howe,7.7
Jim O’Rourke,Hands That Bind (Original Motion Picture Soundtrack),Experimental,Drag City,"July 21, 2023",Philip Sherburne,7.5
The Red Krayola,Introduction,Rock,Drag City,"June 22, 2006",Alex Lindhart,8.0
Kyle Bobby Dunn,Ways of Meaning,Rock,Desire Path,"June 15, 2011",Joe Tangari,7.1
Tin Man,Scared,Electronic,White Denim,"July 14, 2010",Philip Sherburne,7.7
Dominik Eulberg,Diorama,Electronic,Traum,"May 9, 2011",Andrew Gaerig,7.2
Vieux Farka Touré,Mon Pays,Global,Six Degrees,"August 29, 2013",Joe Tangari,8.0
KMD,The Best of K.M.D.,Rap,Nature Sounds,"February 15, 2004",Sean Fennessey,7.2
Shuggie Otis,Inter-Fusion,Rock,Cleopatra,"April 21, 2018",Robert Ham,4.6
Gabriel Saloman,Movement Building Vol. 1,Not found,Shelter Press,"December 1, 2014",Marc Masters,7.7
Jessy Lanza,You Never Show Your Love EP,Pop/R&B,Hyperdub,"July 30, 2015",Maud Deitch,6.2
Oasis,Be Here Now,Rock,Big Brother,"October 8, 2016",Laura Snapes,5.3
Otoboke Beaver,Super Champon,Rock,Damnably,"May 6, 2022",Madison Bloom,7.8
Belbury Poly,The Belbury Tales,Electronic,Ghost Box,"March 5, 2012",Nick Neyland,7.2
Mioclono,Cluster I,Electronic,Hivern Discs,"March 6, 2023",Philip Sherburne,7.4
Get Him Eat Him,Geography Cones,Rock,Absolutely Kosher,"August 24, 2005",Brian Howe,7.4
A-Trak,Dirty South Dance,Electronic / Rap,Obey,"May 10, 2007",Nate Patrin,7.9
glass beach,the first glass beach album,Rock,Run for Cover,"January 30, 2020",Abby Jones,7.2
Agoraphobic Nosebleed,Agorapocalypse,Metal,Relapse,"April 17, 2009",Pitchfork,5.0
Hard Mix,Defaults,Electronic / Pop/R&B,Dovecote,"March 24, 2011",Sam Hockley-Smith,7.2
Brendon Anderegg,June,Electronic,Thrill Jockey,"June 22, 2018",Philip Sherburne,7.4
Witch Mountain,Cauldron of the Wild,Not found,Profound Lore,"June 13, 2012",Kim Kelly,7.8
Isolée,Western Store,Electronic,Playhouse,"February 19, 2006",Philip Sherburne,8.2
Alex Calder,Time EP,Not found,Captured Tracks,"April 4, 2013",Zach Kelly,6.9
No artist found,Now Thing,Not found,Mo'Wax,"March 21, 2002",No reviewer found,8.9
Elijah & Skilliam,Fabriclive 75,Electronic,Fabric,"May 21, 2014",Andrew Gaerig,6.7
Glen Campbell,Ghost on the Canvas,Folk/Country,Surfdog,"August 31, 2011",Stephen M. Deusner,6.5
Jonny Greenwood,You Were Never Really Here (Original Motion Picture Soundtrack),Experimental,Lakeshore,"March 14, 2018",Philip Sherburne,7.8
Goat Girl,Goat Girl,Rock,Rough Trade,"April 9, 2018",Eve Barlow,7.5
Television Personalities,My Dark Places,Rock,Domino,"March 16, 2006",Nitsuh Abebe,6.7
The Beatles,"The Capitol Albums, Vol. 2",Rock,Capitol,"April 20, 2006",Dominique Leone,7.5
Remarc,Sound Murderer,Electronic,Planet µ,"January 22, 2004",Scott Plagenhoef,8.8
Porter Ray,Watercolor,Rap,Sub Pop,"March 23, 2017",Sheldon Pearce,6.6
Andrew Cedermark,Home Life,Rock,Underwater Peoples,"July 16, 2013",Ian Cohen,7.2
Magnetic Man,Magnetic Man,Electronic,Columbia,"November 16, 2010",Tim Finney,5.9
Maggie Rogers,Don’t Forget Me,Pop/R&B,Capitol,"April 12, 2024",Claire Shaffer,7.8
Tricky,Knowle West Boy,Electronic,Domino,"September 11, 2008",Nate Patrin,5.8
Blitzen Trapper,Furr,Rock,Sub Pop,"October 29, 2008",No reviewer found,8.5
Miley Cyrus,Attention: Miley Live,Pop/R&B,Columbia,"April 14, 2022",Dani Blum,5.6
Rafael Toral,Electric Babyland/Lullabies,Electronic / Rock,Tomlab,"November 4, 2003",Andy Beta,6.9
Gonjasufi,The 9th Inning EP,Rock,Hydroshare.tv,"November 15, 2011",Jeff Weiss,7.6
MF DOOM,Mm..Food?,Rap,Rhymesayers,"November 15, 2004",Nick Sylvester,7.5
Sigur Rós,Kveikur,Rock,XL,"June 17, 2013",Ian Cohen,8.1
Music Blues,Things Haven't Gone Well,Not found,Thrill Jockey,"September 2, 2014",Andy O'Connor,6.0
Yoko Ono Plastic Ono Band,Between My Head and the Sky,Experimental / Rock,Chimera,"September 23, 2009",Stuart Berman,7.3
Carl Craig,69: The Legendary Adventures of a Filter King,Electronic,Planet E,"September 23, 2009",Jess Harvell,6.8
The Early Years,The Early Years,Rock,Beggars Banquet,"February 27, 2007",Adam Moerder,6.4
Isola,EP1,Electronic,Godmode,"October 2, 2020",Philip Sherburne,7.7
Wet Tuna,Warping All by Yourself,Rock,Three Lobed,"April 11, 2022",Jesse Locke,7.3
Erasure,The Neon,Electronic / Rock,Mute,"August 21, 2020",Robert Ham,5.8
Lou Reed,Hudson River Wind Meditations,Rock,Light in the Attic,"January 13, 2024",Philip Sherburne,8.4
Califone,Roomsound,Rock,Perishable,"April 10, 2001",Mark Richardson,8.2
Bobby Gillespie,Utopian Ashes,Rock,Third Man,"July 22, 2021",Evan Rytlewski,7.3
21 Savage,Savage Mode 2,Rap,Epic,"October 7, 2020",Alphonse Pierre,6.6
Pest,Necessary Measures,Jazz,Ninja Tune,"May 4, 2003",No reviewer found,6.1
Function,The Secret Miracle Fountain,Electronic,Locust,"May 2, 2006",Mark Richardson,8.2
Ciara,Ciara,Pop/R&B,Epic,"July 11, 2013",Tim Finney,7.3
Windhand,Eternal Return,Metal,Relapse,"October 12, 2018",Grayson Haver Currin,7.9
Obits,I Blame You,Metal,Sub Pop,"March 16, 2009",Pitchfork,6.3
The Delfonics,Adrian Younge Presents the Delfonics,Pop/R&B,Wax Poetics,"March 13, 2013",Miles Raymer,7.5
Tujiko Noriko,Solo,Electronic,Editions Mego,"September 14, 2007",No reviewer found,7.7
No artist found,Shall Not Fade - 4 Years of Service,Not found,Shall Not Fade,"January 18, 2020",Jesse Dorris,7.4
Helms Alee,Sleepwalking Sailors,Not found,Sargent House,"February 13, 2014",Grayson Haver Currin,7.8
Ryuichi Sakamoto,async,Experimental,Milan,"May 1, 2017",Andy Beta,8.0
Metro Boomin,Not All Heroes Wear Capes,Rap,Republic,"November 7, 2018",Alphonse Pierre,7.7
Pelican,The Cliff EP,Metal,Southern Lord,"February 26, 2015",Zoe Camp,6.7
Kristin Hersh,Wyatt at the Coyote Palace,Rock,Omnibus,"November 23, 2016",Katherine St. Asaph,7.5
Barry Adamson,Back to the Cat,Electronic / Rock,Central Control,"August 25, 2008",Joe Tangari,7.9
No artist found,"Spire: Organ Works Past, Present & Future",Not found,Touch,"January 11, 2004",Dominique Leone,7.8
Naomi Punk,The Feeling,Rock,Captured Tracks,"October 18, 2012",Martin Douglas,7.6
No artist found,Mogadisco - Dancing Mogadishu (Somalia 1972–1991),Not found,Analog Africa,"January 15, 2020",Philip Sherburne,7.6
Wale,Back to the Feature,Rap,self-released,"July 8, 2009",Ian Cohen,7.4
Beauty Pill,Blue Period,Rock,Ernest Jenning,"February 1, 2023",Marc Hogan,7.4
Tanlines,Mixed Emotions,Electronic,True Panther,"March 26, 2012",Zach Kelly,7.1
Superchunk,Sur La Bouche: Live in Montreal 1993,Rock,Merge,"January 29, 2009",Grayson Haver Currin,7.5
Shackleton,Departing Like Rivers,Electronic,Woe to the Septic Heart,"September 22, 2021",Daniel Bromfield,7.6
Kamaiyah,Got It Made,Rap,GRND.WRK / Empire,"February 27, 2020",Sheldon Pearce,7.8
Rima Kato,Faintly Lit,Rock,Flau,"March 4, 2015",Patrick St. Michel,6.7
Prince,Welcome 2 America,Pop/R&B / Rock,Legacy,"August 4, 2021",Daniel Bromfield,6.2
The Roots,"Home Grown! The Beginners Guide to Understanding the Roots, Vols. 1 & 2",Rap,Geffen,"November 22, 2005",Nick Sylvester,6.9
Men's Recovery Project,The Very Best Of,Experimental / Rock,5 Rue Christine,"November 30, 2005",Jess Harvell,8.2
Miles Davis,The Complete In a Silent Way Sessions,Jazz,Columbia,"November 7, 2001",Dominique Leone,9.5
Cibo Matto,Hotel Valentine,Electronic,Chimera,"February 11, 2014",Nate Patrin,7.0
Red Stars Theory,EP,Rock,Touch and Go,"October 3, 2000",No reviewer found,7.8
The Locust,Plague Soundscapes,Metal / Rock,Anti-,"June 23, 2003",Brandon Stosuy,8.3
Gregor Samsa,55:12,Rock,Kora,"March 21, 2006",Cory D. Byrom,7.8
The Units,History of the Units,Rock,Community Library,"July 31, 2009",Marc Masters,7.7
Foxygen,Seeing Other People,Rock,‎Jagjaguwar‎,"April 27, 2019",Ian Cohen,5.0
Aufgang,Aufgang,Electronic,Discograph / Infiné,"February 10, 2010",Brian Howe,7.7
Via Tania,Under a Different Sky,Pop/R&B,Chocolate Ind.,"May 5, 2003",Julianne Escobedo Shepherd,7.4
Pantha du Prince,Black Noise,Electronic,Rough Trade,"February 19, 2010",Joe Colly,8.3
Lubomyr Melnyk,Rivers and Streams,Experimental,Erased Tapes,"December 4, 2015",Aaron Leitko,7.2
Earth,Full Upon Her Burning Lips,Metal,Sargent House,"May 30, 2019",Marc Masters,7.8
Louis XIV,Illegal Tender EP,Electronic / Rock,Atlantic,"March 9, 2005",Marc Hogan,4.8
Morly,’Til I Start Speaking,Rock,Cascine,"August 23, 2021",Max Freedman,7.0
Power Trip,Opening Fire: 2008-2014,Metal,Dark Operative,"December 22, 2018",Andy O'Connor,7.7
Junior Boys,It's All True,Electronic / Rock,Domino,"June 13, 2011",Jess Harvell,7.8
Suicide,American Supreme,Electronic,Mute,"January 29, 2003",No reviewer found,7.0
Hella,Hold Your Horse Is (Deluxe Reissue),Experimental / Rock,5 Rue Christine,"August 31, 2023",Sam Goldner,8.3
Imagine Dragons,Origins,Rock,Kidinakorner / Interscope,"November 14, 2018",Corban Goble,5.3
